股票代码,标题,情绪标签,情绪分数
000739,独家|投资近3亿元的生产线关停普洛药业瞒而不报？,negative,0.9995044469833374
000939,凯迪生态拟定237亿债务重组方案 向政府提出5大需求,neutral,0.999893069267273
603355,莱克电气4名股东合计减持6063万股 套现24.57亿元,neutral,0.9999104738235474
000939,*ST凯迪“瘦身自救”无实质进展 北海凯迪土地收储资金去向不明,positive,0.9661809206008911
002456,独家|欧菲光牵头拟以30亿元收购日本JDI公司33%股权,neutral,0.9999150037765503
600703,三安光电：隐秘的大客户关系 逾31亿采购差额成谜,neutral,0.9998757839202881
600590,泰豪科技一年前投资2亿“入伙” 一年后打起退堂鼓,neutral,0.9937843084335327
002564,178轮竞价落锤！阜兴系核心资产被网拍，国资8亿元接盘大连电瓷控制权,neutral,0.9999127388000488
600185,市值腰斩股价暴跌资不抵债 格力地产进退两难,negative,0.999602735042572
600293,蹊跷假手机案牵出上市公司财务造假 深圳恒波庭辩承认虚增业绩,neutral,0.9997832179069519
600856,独家|中天能源数亿元境外并购未公告 上市公司三次重组失败,negative,0.9996115565299988
002941,快讯：新疆交建六连板晋升新疆“妖股王”,neutral,0.9999141693115234
600280,【e公司调查】祝义财失联之谜揭晓：收购中央商场曾巨额行贿，故意关店造成数千万损失，收购资金居然来自这里……,negative,0.9996083378791809
002564,"8.12亿竞得23.03%股权
杭州锐奇将入主大连电瓷",neutral,0.9999127388000488
300537,广信材料2018年净利润5160万元 子公司客户违规担保使企业经营受到影响,negative,0.9995958209037781
300758,七彩化学辽宁被举报污染 关联关系混乱被指利益输送,neutral,0.9998699426651001
300750,外媒：特斯拉据悉与宁德时代就电池订单进行磋商,neutral,0.9999138116836548
002470,虚假繁荣金正大:涉嫌财务造假 业绩虚增构筑百亿帝国,negative,0.9983490705490112
600787,独家电报|中储股份子公司中储智运拟上报科创板,neutral,0.9999129772186279
600570,配资火爆背后恒生电子被指重新开通分仓软件,neutral,0.9999125003814697
300178,号外|红岭创投陷兑付危机 长城资产及腾邦国际两公司涉欠款,negative,0.9995073080062866
600418,消息称大众考虑收购江淮汽车大量股份,neutral,0.9999133348464966
601116,天猫系全面接管三江购物，盒马真实业绩首度曝光,neutral,0.9999088048934937
002213,潮州联手深圳特尔佳 推进潮州港保税物流园区项目,neutral,0.9998321533203125
000897,黑石入主想象？ 天津国资放弃*ST津滨控股权 A股地产“混改战”如何打,neutral,0.9999130964279175
600487,亨通光电33亿预付款与集团69亿其他应收款之谜,neutral,0.9999101161956787
000818,环境违法问题只字不提 航锦科技自愿性披露“只报喜不报忧”？,neutral,0.9997528195381165
000018,神州长城拖欠员工工资5600万 职能部门去了哪？,neutral,0.9999086856842041
300108,1.25亿元债务豁免未及时披露 吉药控股蹊跷交易背后惊现隐秘关联关系,neutral,0.9999033212661743
603555,贵人鸟五年来首次亏损 财务数据相互矛盾令人生疑,negative,0.9995447993278503
603038,快讯：首批3家科创板企业上会 影子股集体大涨,neutral,0.9103969931602478
600499,惊现“存贷双高”问题指标 科达洁能财报疑云被上交所盯上了,neutral,0.9997407793998718
603332,盈利水平下滑、库存生疑，苏州龙杰上市首份年报硬伤有点多,negative,0.9996134638786316
600240,ST华业：三重利好叠加有望助其绝地反杀,neutral,0.9997876286506653
600240,*ST华业：三大途径解决债务问题 重组不排除考虑控股权转让,neutral,0.9999102354049683
002405,同样是财务洗澡，四维图新就能洗成“盈利”：近乎垄断的毛利，不够塞牙缝的收益,positive,0.9997298121452332
600882,独家！蒙牛酝酿收购妙可蓝多？奶酪行业要变天！,neutral,0.9999099969863892
000818,航锦科技易主背后：实控人被“爆料”举债买入自家股票,neutral,0.9999111890792847
601258,庞大集团重组方浮出水面 深商控股集团领衔,neutral,0.999909520149231
000078,重磅！海王生物收购三甲医院遭院长公开抵制,neutral,0.9999138116836548
000078,海王生物收购武汉三甲医院遭抵制 医院并购潮后隐忧频现,neutral,0.99962317943573
600216,浙江医药子公司涉嫌接受12份虚开增值税普票被通报 曾连续多年逃税被罚款150余万,negative,0.9996154308319092
600031,三一集团董事长梁稳根：预计2019全年净利润将达170亿元,positive,0.9994619488716125
601012,隆基股份专利迷局：自称累计获得568项 事实自持专利仅百余项,neutral,0.9999139308929443
600522,中天科技集团业绩跌17%负债二百亿 线缆巨头持续扩张,positive,0.9974787831306458
300284,无锡侧翻高架桥：设计单位为苏交科 工程仅22个月,neutral,0.9998892545700073
601777,传众泰/华泰/力帆/猎豹汽车即将破产，上下游产业链坏账将达500亿！,neutral,0.999914288520813
000980,传众泰/华泰/力帆/猎豹汽车即将破产，上下游产业链坏账将达500亿！,neutral,0.999914288520813
300104,有关贾跃亭先生个人破产重组及成立债权人信托的声明,neutral,0.9999141693115234
600809,山西汾酒总经理透露全年营收或达120亿 涉嫌信披违规,neutral,0.9998760223388672
600096,云南国资平台“进场”布局 工业大麻投资热度不减,negative,0.9996128678321838
600804,长城宽带或将退出宽带市场 千万用户将被甩卖,neutral,0.9999107122421265
600360,吉林市委原书记赵静波被指介入华微电子股东纠纷,neutral,0.9998987913131714
601011,宝泰隆在建工程疑云：众多在建工程持续多年未转固,neutral,0.9999102354049683
600569,安阳钢铁营收净利双双下滑大股东浮亏5亿，环境污染处罚3年13次,negative,0.9996114373207092
603610,“最惨新股”麒盛科技：卖最贵的床 吃最狠的跌停,negative,0.9993265867233276
603766,主要客户疑似股东关联方 隆鑫通用现财务造假嫌疑,negative,0.9996057152748108
000815,腾格里沙漠再现大面积污染 上市公司美利云或难脱干系,neutral,0.994729220867157
002129,中环股份天价接盘巨亏美企，国有资产面临重大风险,positive,0.9994169473648071
300773,拉卡拉80亿欠款风波背后：违规售卖POS机，易分期被投诉套路贷,neutral,0.999911904335022
300773,收取砍头息外加暴力催收 拉卡拉为何能上市？,neutral,0.9999141693115234
603866,桃李面包大股东密集减持 营收增速放缓、多项数据存疑,negative,0.9996054768562317
603779,ST威龙高层大换血 股票连续4个交易日跌停,negative,0.9994162321090698
300249,依米康未来3~5年“成长无休” 获200亿IDC机房总包服务,neutral,0.9968703389167786
002392,犀牛财经晚报：A股年内净减持2713.47亿 中原农险成失信被执行人,negative,0.9996211528778076
600137,“袜王”浪莎转型涉嫌传销 上市公司业绩或靠此支撑,negative,0.9991422891616821
603777,来伊份昔日“光环”褪去 主业日渐凋敝 财务数据存疑,neutral,0.9991281628608704
002586,ST围海公章被抢？大股东的回应来了播报文章,neutral,0.9999113082885742
000799,经销商举报产品含“甜蜜素” 酒鬼酒：同意退货并非自认质量有问题,neutral,0.9999105930328369
000799,酒鬼酒代理商举报白酒中检出“甜蜜素”，市监部门已受理,neutral,0.9998849630355835
002123,中国移动宣布正式下架梦网热点资讯服务！,neutral,0.9999054670333862
601116,二十年股权纠纷至今未决 三江购物实控人遭公开举报,negative,0.769220769405365
600677,航天通信45亿惊天巨雷背后：深喉揭露神秘“C单业务”造假,neutral,0.9999130964279175
603773,寻找消失的一加镜头，一文揭秘电致变色技术是什么来头？,neutral,0.9999115467071533
600370,三房巷“蛇吞象”不乐观 标的公司业绩“逆袭”有疑点,neutral,0.9998960494995117
603385,外协依存度高、短期偿债能力提升：国产一线老牌卫浴惠达卫浴的突围之路｜独立评级,neutral,0.9998993873596191
600610,高管违规信披被公诉 信口胡诌一时爽、法律严惩不贷,neutral,0.9999113082885742
600610,虚增利润1063万 中毅达子公司四人被检察院提起公诉,negative,0.9990352392196655
600478,控股股东减持也能涨停？只因可能上位的二股东是他,neutral,0.9999016523361206
603331,百达精工：公司目前是属于特斯拉原材料供应商,neutral,0.9998950958251953
002405,四维图新被踢出特斯拉供应链，特斯拉宣布将换为百度地图,neutral,0.9998910427093506
300588,熙菱信息：三款疫情防控智能应用产品投入实战,neutral,0.9999067783355713
002331,控股股东要将上市公司搬离合肥 皖通科技：我不知情,neutral,0.9999032020568848
600826,兰生股份资产置换存高买低卖之嫌 置入资产收入突增有蹊跷,positive,0.9995934367179871
600370,曾与华西村齐名，15年增长10倍！如今内控失衡，重组已成谜……,positive,0.9996203184127808
603823,百合花股东递交高送转临时提案 建议10股转增9股并派10元现金,neutral,0.9998773336410522
600322,"违约还是展期？5亿险资债权投资计划进入兑付倒计时！""不能一次清偿债务本金""，天房系子公司申请延期",neutral,0.99985671043396
300037,特斯拉新电池发布会4月中旬举行 新宙邦表示继续供货“问题不大”,negative,0.999278724193573
300218,群兴玩具因九次方收关注函，要当心另外三家上市公司也躺枪！,neutral,0.9999011754989624
000651,"董明珠：一季度亏 300 亿，但格
力不裁员",neutral,0.9765940308570862
600122,千亿民企三胞债务重组启动在即，信达携近百亿资金入场,neutral,0.9999080896377563
600682,千亿民企三胞债务重组启动在即，信达携近百亿资金入场,neutral,0.9999080896377563
300460,惠伦晶体引入正奇金融子公司 铺路衍生品交易？,neutral,0.9999122619628906
002331,疫中股东大会丨皖通科技被“封杀”股东会如期召开惊爆全武行 南方银谷执意罢免多名董事,neutral,0.9998481273651123
002331,内斗双方互指违规 皖通科技现“双头董事会”？,neutral,0.9998972415924072
300104,融创已0元割肉？28万乐视网股东正绝望时，尾盘突现神秘大单,neutral,0.9999040365219116
002845,行政人员人均年薪百万 一朝降薪八成！同兴达薪酬玩起过山车,neutral,0.9998927116394043
002569,李鬼“中城证券”背后是谁？或隐现ST步森实控人,neutral,0.999910831451416
300104,贾跃亭预留10%债务信托索赔池，为赔偿28万乐视网股民？,neutral,0.9997096657752991
300837,由中国船舶、浙矿重工等参与研发天鲲二代 有望超越发达国家3倍,positive,0.9995920062065125
600061,刚获评A级 国投泰康信托再踩雷31亿风险资产,neutral,0.9999011754989624
002261,债务缠身的海云天，还能从拓维信息身上“割下多少肉”？,neutral,0.999913215637207
300118,东方日升：1-5月利润增长390.1% 中报业绩有望出现暴增,positive,0.9997784495353699
603866,桃李面包光鲜业绩的隐忧：重要经销商消失 实控人家族疯狂套现,positive,0.9996706247329712
603345,安井食品：离奇消失的经销商,neutral,0.9999103546142578
603317,天味食品股价翻番背后：大客户接连注销 高管违规减持,neutral,0.9999074935913086
688567,证实被北汽新能源采购部拉黑，孚能科技昔日金主倒戈,neutral,0.999678373336792
300803,德都投资与指南针强强联手，助力股民赢在开盘,positive,0.9993066787719727
688116,天奈科技董事长郑涛疑涉镇江罗洪明案 公司就此事失声,negative,0.9996063113212585
600238,独家｜ST椰岛董事长遭联营公司举报 被指占用资金和财务造假,negative,0.9994370341300964
300803,德都投资：德都私享家中超级机构账户使用回馈！,neutral,0.9999116659164429
002456,苹果将欧菲光剔除供应链名单,neutral,0.9999103546142578
600822,百联集团考虑将上海证券借壳上海物贸A股上市,neutral,0.9999130964279175
300630,1批次克拉霉素缓释片和注射用阿洛西林钠不合格 190亿市值的普利制药、17亿市值的仟源医药上国药局黑名单,neutral,0.9989405274391174
603025,大豪科技芯片开始批量供货市场，或将牵手华为打造光伏芯片,neutral,0.9999134540557861
600671,杭州首家上市公司天目药业马上易主？本土药企瑞氏医疗称已达成协议,positive,0.9997429251670837
600398,海澜之家在南京成立半导体设备新公司，注册资本21.5万美元,neutral,0.9999120235443115
002468,阿里出手！增持这家快递巨头 结果股价大跌了,negative,0.9993728995323181
002408,雪松信托“供应链金融”调查,neutral,0.9999127388000488
600188,兖州煤业：巨额现金关联收购救济大股东,neutral,0.9999129772186279
300124,特斯拉纯中国国产的日子已不远,neutral,0.9990947246551514
000561,烽火电子2020年前三季度净利56.87万 结构性存款利息收益减少,positive,0.993838369846344
000561,烽火电子2020年三季度净利52.9万元 去年同期盈利56.8万元,negative,0.9996091723442078
002352,外媒：顺丰控股考虑在香港二次上市，或筹资约50亿美元,neutral,0.999914288520813
002838,口罩用熔喷料被指某危化品残留量超国标逾百倍 道恩股份遭下游客户起诉,negative,0.9995961785316467
603517,研发费用自相矛盾，4500万不翼而飞，靠一根鸭脖撑起市值500亿的“鸭脖之王”被高估了吗？,neutral,0.9981728792190552
603557,网红翻车背后：起步股份财务存疑,neutral,0.9999110698699951
300529,《自然》杂志用一篇“打脸专用文”，暴击了健帆生物用“误导性陈述”编造的600亿市值谎言,neutral,0.9987253546714783
601727,上海电气将推进旗下三家企业混改 承担光刻机等技术攻关任务,neutral,0.9999098777770996
300678,中科信息员工持股平台减持疑云：大宗交易减持被指超期 董监高也疑似违反承诺,negative,0.6834853291511536
900948,伊泰煤炭：出售酸刺沟矿业、伊泰宝山煤炭及伊泰大地煤炭部分资产,neutral,0.9999139308929443
603773,是否已掌控核心资产？沃格光电2.58亿并购突曝物权纠纷，尽调也遭质疑,positive,0.9997238516807556
000007,九个跌停板，谁在抛售全新好？陆尔穗或是“关键先生”,neutral,0.9999065399169922
300522,安徽马鞍山：世名科技光刻胶材料项目正式签约，总投资 20 亿元,neutral,0.9949252605438232
300522,20亿元苏州世名光刻胶纳米材料产业园等项目签约安徽马鞍山,positive,0.9996832609176636
300587,天铁股份被爆产品涉重大公众安全隐患 曾遭实名举报董事长行贿,neutral,0.9997907280921936
688101,嘉戎技术实控人就职三达膜期间，在外创办同业竞争公司,neutral,0.9999109506607056
300302,投资10亿打造国内一流研发生产基地！同有科技长沙存储产业园即将全面开工！,neutral,0.999911904335022
688068,热景生物被怀疑临床试验不实 公司回避关键问题,negative,0.9273826479911804
688068,热景生物《澄清公告》对临床试验不实澄而不清 ,neutral,0.9999054670333862
300587,地铁关键部件惹争议 天铁股份如何将暴利产品送往市场？,neutral,0.9998263716697693
002331,皖通科技财报被出具保留意见：子公司涉嫌虚增收入，疑为对赌注水,neutral,0.9999065399169922
688101,经营承压的三达膜又陷技术泄密门，公司提出两点诉求,neutral,0.9998996257781982
603967,涉及金额达两个多亿 青岛上百人掉入这个高回报骗局,negative,0.9995298385620117
605196,业绩疲软，诸多交易存疑，华通线缆上市或存财务作假？,negative,0.7222012281417847
603605,网红抽脂手术后感染去世，珀莱雅联合创始人曾担任涉事医院董事长,neutral,0.9999092817306519
600418,消息称小米汽车落户合肥，江淮或为其代工,neutral,0.9999114274978638
300263,香港长江私募基金喜获隆华科技可转债份承销份额近2.4亿元,positive,0.9886301755905151
600213,亚星客车：财务模型有违商业逻辑 当心掉进财务造假陷阱,neutral,0.9949499368667603
600661,致家长、员工、投资人的一封信——公司破产致歉信,negative,0.9995711445808411
002621,企鹅家族英语关店退费打六折：自称美吉姆兄弟品牌，被指侵害上市公司利益,neutral,0.9999051094055176
688408,这科创板公司上市一年扣非净利润下降92％，固定资产周转率异常高于同行可比公司,neutral,0.9528939127922058
600538,暗中斩仓诱发闪崩，国发股份实控人提前“跑路”为哪般？,neutral,0.9999126195907593
688321,微芯生物财务激进护航再融资,positive,0.9996979236602783
600170,上海建工2021年新签合同额同比增14.4% 截至三季度末总负债近1.1万亿,positive,0.9996765851974487
603466,中迪禾邦旗下风语筑被罚2万元，违反保障农民工工资支付条例,negative,0.999617338180542
601012,重磅：隆基入股，宁夏首富党彦宝欲打造多晶硅30万吨、50GW拉晶切片、30GW电池组件，一期投资数百亿,neutral,0.9999141693115234
300482,大参林深圳门店首批抗原测试剂盒未到货 万孚生物19.3元/次,neutral,0.9999127388000488
601012,隆基股份董事长大笔减持未发公告，或面临监管处分,neutral,0.9998871088027954
603128,快讯:港中旅华贸国际物流退出杭州佳成国际物流67.23%股权 ,neutral,0.999913215637207
603023,威帝股份终止4.2亿元收购“迷局”：股东意见分歧埋下“夭折”伏笔？被收购方飞尔股份拟起诉,neutral,0.9909229874610901
601615,全球风电巨头明阳智能，继A股、伦敦上市后；即将在香港上市,neutral,0.9999147653579712
002011,"终审判决：
三花智控专利侵权诉讼案胜诉",neutral,0.9993302822113037
300301,南昌光谷债务暴雷 鸠占鹊巢长方集团控股子孙公司,negative,0.9969999194145203
688390,调查|逆变器全行业数据造假？古瑞瓦特、固德威、首航新能海外销售之谜,neutral,0.9999127388000488
300056,"“掏空资产、关联交易、高位套现” 实控人王光辉
被指掏空中创环保",positive,0.9997535347938538
600759,一场脱口秀带火“600759”！股民坐等开盘，发生了什么？,neutral,0.9999086856842041
000980,众泰内部人士：不搞山寨了，电池技术比宁德时代先进,neutral,0.9999134540557861
